CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SYNERGY_SCORE,QA,COMBINATION_ID
NCI-H1703,PIK3C,IAP,1,0.01,0.152453625,1.1468041,24.1824523,0.000528045,1.7153844,17.77994952,14.25666,1,IAP.PIK3C
NCI-H1975,PIK3C,IAP,3,3,0.512136654,1.0369947,0,3,0.2250203,9.19538443,26.36774,1,IAP.PIK3C
NCI-H226,PIK3C,IAP,3,3,1.394163438,0.7136726,0,0.001957559,0.4479579,28.46901951,18.38537,1,IAP.PIK3C
NCI-H747,PIK3C,IAP,10,1,0.871348994,0.8007209,23.59191338,0.856175261,0.2455091,0,40.83189,1,IAP.PIK3C
SW900,PIK3C,IAP,3,3,1.025351509,0.7314993,7.85269426,0.424314156,0.1694721,0,15.42246,1,IAP.PIK3C
DMS-114,PIK3CA_3,IAP,3,3,3,0.69097,51.34319195,3,0.4611838,39.94274636,10.92002,1,IAP.PIK3CA_3
NCI-H1437,PIK3CA_3,IAP,3,1,3,0.3152923,51.60621951,1,0.1760274,36.48607472,15.56919,1,IAP.PIK3CA_3
NCI-H1563,PIK3CA_3,IAP,3,0.01,3,0.7853314,36.41701667,7.76E-05,1.5607188,2.31354894,0.4365192,1,IAP.PIK3CA_3
C32,PIK3CB,IAP,10,1,3.223478427,10,88.09985463,0.000333687,9.5746982,11.51999997,-2.214615,1,IAP.PIK3CB
NCI-H1975,PIK3CB,IAP,3,3,2.046294895,0.7328419,35.50285478,3,0.220017,49.11787935,19.58189,1,IAP.PIK3CB
NCI-H23,PIK3CB,IAP,3,1,3,0.7339326,26.64030656,0.004655502,0.4110701,42.2383301,43.32574,1,IAP.PIK3CB
NCI-H838,PIK3CB,IAP,3,1,3,0.4262445,37.34401097,0.006411171,0.3436238,0.62479262,22.38181,1,IAP.PIK3CB
SW900,PIK3CB,IAP,3,3,3,0.9627544,24.6331787,0.936752412,0.1887278,0,-2.865059,1,IAP.PIK3CB
SW620,PTK2,IAP,1,1,0.34987049,10,24.79792778,1,0,100,9.01063,1,IAP.PTK2
SW948,PTK2,IAP,3,1,0.324953577,1.3080339,0,0.946977043,2.4471263,0,15.78505,1,IAP.PTK2
COLO-205,SN38,IAP,0.003,1,0.000552736,1.6908758,0,0.00249393,0.1,57.1295758,-7.244477,1,IAP.SN38
NCI-H747,SN38,IAP,0.03,1,0.002633995,1.1325223,13.43050324,0.32065911,0.2167535,5.88149686,19.22567,1,IAP.SN38
647-V,TNF,IAP,0.1,0.003,1,0,100,0.000707586,1.3404276,0,-1.557282,1,IAP.TNF
BFTC-905,TNF,IAP,0.1,3,0.001720785,0.9096527,49.75412054,3.00E-04,0.2884262,0,28.91351,1,IAP.TNF
CAL-120,TNF,IAP,0.1,3,0.000649149,0.3950074,54.23023311,3.00E-04,0.1,6.50114385,127.6604,1,IAP.TNF
A549,TOP2_2,IAP,1,3,0.315330907,10,22.99923162,3,0.3599984,66.0179837,12.05567,1,IAP.TOP2_2
NCI-H1299,TOP2_2,IAP,3,1,0.385978622,1.3167063,14.57795302,0.07258159,0.8457787,27.08337688,43.57277,1,IAP.TOP2_2
NCI-H520,TOP2_2,IAP,3,3,0.994127122,2.3343208,43.16733927,1,0,100,-11.37278,1,IAP.TOP2_2
NCI-H1299,Topotecan,IAP,0.1,1,0.016059731,2.3748248,24.609814,0.068787765,0.7088807,20.93062426,36.02865,1,IAP.Topotecan
NCI-H1437,Topotecan,IAP,0.1,1,0.057305905,1.1156023,0,1.00E-04,0.1,53.61059083,18.65037,1,IAP.Topotecan
SW900,Topotecan,IAP,0.1,3,0.080531765,0.9240777,0,0.172245328,0.1661684,0,32.38765,1,IAP.Topotecan
Calu-6,Vinorelbine,IAP,0.03,1,0.011335888,10,38.29633683,1.00E-04,0.1,54.26004798,54.23792,1,IAP.Vinorelbine
NCI-H1299,Vinorelbine,IAP,0.3,1,0.049063508,1.9844675,22.55955643,0.062093963,1.1332532,34.35333056,34.9204,1,IAP.Vinorelbine
NCI-H522,Vinorelbine,IAP,0.01,0.3,0.004795077,10,56.07178889,0.012336878,0.2148097,0,25.43239,1,IAP.Vinorelbine
COLO-205,MTOR,JAK,0.3,3,0.272883217,1.2562361,0,1.384511348,3.0631952,0,-16.23111,1,JAK.MTOR
HT-29,MTOR,JAK,0.3,3,0.184531863,2.6229463,19.64663075,1.087289687,10,22.89697826,-48.12893,1,JAK.MTOR
TCCSUP,MAP2K_1,ATR_4,3,3,3,0.4484916,24.13100673,0.706090879,2.2309853,19.39614188,0.5084117,1,ATR_4.MAP2K_1
VM-CUB-1,MAP2K_1,ATR_4,3,3,0.355139415,1.4213066,69.47239212,3,10,14.60037271,-12.77849,1,ATR_4.MAP2K_1
VM-CUB-1,MAP2K_1,BCL2_BCL2L1,3,3,0.29412974,2.2461362,78.41553125,0.095586047,1.9034955,84.01795967,-7.307753,1,BCL2_BCL2L1.MAP2K_1
NCI-H747,MAP2K_1,BRAF_M,0.1,3,0.013086096,2.4217679,38.01098628,3.00E-04,4.0393251,88.16,16.32424,1,BRAF_M.MAP2K_1
NCI-H3122,MAP2K_1,BRAF_M,3,3,0.296123307,0.3888823,0,1,0,100,-72.64488,1,BRAF_M.MAP2K_1
NCI-H520,MAP2K_1,BRAF_M,3,3,1,0,100,1,0,100,4.193453,1,BRAF_M.MAP2K_1
SW900,MAP2K_1,BRAF_M,3,3,0.143415907,0.518228,28.12162653,3,0.7856947,68.00367574,-11.86929,1,BRAF_M.MAP2K_1
HCT-116,MAP2K_1,BRAF_M2,3,3,0.225124954,1.1725516,14.25263277,0.753386654,1.9386495,9.67397343,97.72453,1,BRAF_M2.MAP2K_1
NCI-H1299,MAP2K_1,BRAF_M2,3,3,0.089377257,0.890998,22.39677892,1.503496148,1.0081371,25.50574039,64.31644,1,BRAF_M2.MAP2K_1
NCI-H1793,MAP2K_1,BRAF_M2,3,3,0.169707583,0.5525507,24.91002329,1.70261933,1.2573363,58.40729322,54.01353,1,BRAF_M2.MAP2K_1
NCI-H358,MAP2K_1,BRAF_M2,3,3,1.53115213,1.3063271,45.07597537,3.00E-04,0.1,84.20248094,125.5359,1,BRAF_M2.MAP2K_1
NCI-H520,MAP2K_1,BRAF_M2,3,3,1,0,100,3,0.3949295,69.03374697,44.14604,1,BRAF_M2.MAP2K_1
SW48,MAP2K_1,BRAF_M2,0.1,3,0.066921162,0.9891215,0,1.195913349,0.982907,5.66838482,50.51814,1,BRAF_M2.MAP2K_1
MDA-MB-175-VII,MAP2K_1,HSP90,1,1,0.300602814,10,79.99981272,0.050640047,1.8997348,5.01944632,41.2269,1,HSP90.MAP2K_1
T-24,MAP2K_1,HSP90,3,0.3,0.323270567,0.9875225,22.95875434,0.093133129,10,9.49919356,29.87212,1,HSP90.MAP2K_1
NCI-H747,MAP2K_1,IGFR_3,3,10,1.050689997,0.5859381,0,0.001,0.1,94.52504534,34.62117,1,IGFR_3.MAP2K_1
SW948,MAP2K_1,IGFR_3,3,10,0.075331661,1.0843067,10.82843652,10,0.3582981,17.5472578,22.11458,1,IGFR_3.MAP2K_1
SW48,MAP2K_1,IGFR_4,3,10,0.104760634,1.2072148,24.08744075,0.053392461,0.4991359,0,35.71134,1,IGFR_4.MAP2K_1
SW620,MAP2K_1,IGFR_4,0.3,3,0.3,0.7814178,10.36982552,3,0.8737292,38.54606283,56.40071,1,IGFR_4.MAP2K_1
CAMA-1,MTOR_1,MAP2K_1,1,3,0.13868813,2.1486873,16.51005308,1.444834134,1.4160773,91.77027254,-2.056456,1,MAP2K_1.MTOR_1
MDA-MB-415,MTOR_1,MAP2K_1,1,3,0.053271889,1.2532755,18.68953135,0.319939962,1.2041932,69.36424678,1.453541,1,MAP2K_1.MTOR_1
BT-474,PIK3C,MAP2K_1,3,3,0.5612592,2.5624754,2.44258601,0.996061457,2.1921422,76.59742292,43.73658,1,MAP2K_1.PIK3C
LS-513,PIK3C,MAP2K_1,10,0.3,1.069097761,1.4424334,3.12422228,0.098113456,1.3920486,22.07024252,21.42163,1,MAP2K_1.PIK3C
MCF7,PIK3C,MAP2K_1,3,3,0.202745687,1.0439806,0,0.002401344,0.2644183,51.58443381,34.59796,1,MAP2K_1.PIK3C
NCI-H747,PIK3C,MAP2K_1,10,3,1.277764433,0.5805428,14.118739,0.099431901,0.6920232,31.47585659,44.36795,1,MAP2K_1.PIK3C
SW948,PIK3C,MAP2K_1,10,3,0.340387099,1.2901563,2.55410303,0.08368721,1.0810349,11.12772758,41.55182,1,MAP2K_1.PIK3C
HT-1197,PIM1,MAP2K_1,3,1,3.00E-04,0.1,73.58900404,0.163405061,0.4758558,55.39452042,44.8883,1,MAP2K_1.PIM1
C32,PTK2,MAP2K_1,3,3,0.562527925,2.7645447,6.09246385,0.160678336,0.9955753,14.19595586,13.49706,1,MAP2K_1.PTK2
SW837,PTK2,MAP2K_1,10,3,0.250422268,0.886064,0.22590245,0.635380435,0.5236978,16.62693117,8.213722,1,MAP2K_1.PTK2
COLO-205,TKI,MAP2K_1,3,1,3,2.5190677,68.86972132,0.052007721,1.0958312,4.22652947,2.040458,1,MAP2K_1.TKI
LS-513,TKI,MAP2K_1,3,0.3,0.85424913,3.383438,74.24889425,0.108327337,1.6443103,22.28952819,75.74455,1,MAP2K_1.TKI
BT-474,PIK3C,MAP2K_3,3,0.3,0.549918504,2.0605606,0.08550147,0.023550131,0.8823573,49.25726424,27.23835,1,MAP2K_3.PIK3C
HCC1954,PIK3C,MAP2K_3,3,0.3,0.681325851,0.9688629,0,0.011770229,0.4978916,8.8556617,35.63079,1,MAP2K_3.PIK3C
MDA-MB-157,PIK3C,MAP2K_3,3,0.3,3,0.4263023,21.91835037,0.3,0.2629274,19.41875809,63.28213,1,MAP2K_3.PIK3C
Calu-3,MTOR_1,ALK,3,3,0.739677668,1.4865113,31.17109744,2.703499493,10,0,31.73031,1,ALK.MTOR_1
NCI-H1793,MTOR_1,ALK,3,3,0.079912981,1.1153641,18.8987379,1.261544123,1.4516335,0,52.23494,1,ALK.MTOR_1
SW900,MTOR_1,ALK,3,3,0.617075954,0.6999408,8.72136729,1.174690839,0.8299789,0,44.87502,1,ALK.MTOR_1
Calu-3,MTOR_1,ALK_2,3,3,1.417746133,0.7939128,0.07844599,2.915443393,10,0,11.89338,1,ALK_2.MTOR_1
NCI-H1299,MTOR_1,ALK_2,3,3,0.265746892,1.0895394,6.62916559,1.784061848,0.9900232,0,59.01793,1,ALK_2.MTOR_1
NCI-H1793,MTOR_1,ALK_2,3,3,0.083484386,1.073343,18.8102014,3,0.7137626,24.51641872,57.63945,1,ALK_2.MTOR_1
NCI-H2170,MTOR_1,ALK_2,3,3,0.153393575,1.320704,14.3224536,1,0,100,11.75055,1,ALK_2.MTOR_1
TCCSUP,MTOR_1,ATR_4,1,3,0.34838908,1.5570528,43.20503087,0.749438483,2.0477599,17.33583942,-0.8029354,1,ATR_4.MTOR_1
HT-1376,MTOR_1,FGFR,3,3,1.016872199,2.4834351,27.17094913,1.214161364,10,79.29755921,33.54718,1,FGFR.MTOR_1
TCCSUP,MTOR_1,FGFR,1,3,0.836224028,0.8032035,0,0.024568205,1.2824962,54.46238371,30.94798,1,FGFR.MTOR_1
UM-UC-3,MTOR_1,FGFR,1,3,1,2.251449,33.85451181,0.206471665,0.6769013,91.4916465,-3.909162,1,FGFR.MTOR_1
CAL-120,MTOR_1,MAP2K_1,1,1,0.195556837,3.1737968,37.89369185,0.180107512,1.5247926,77.79226984,7.404285,1,MAP2K_1.MTOR_1
CAL-51,MTOR_1,MAP2K_1,1,1,0.234344381,0.915771,0,1,0.5388403,76.13722435,-3.708525,1,MAP2K_1.MTOR_1
HCC1143,MTOR_1,MAP2K_1,1,1,0.501989493,1.0070059,12.25806382,0.068611098,0.6280624,37.43436393,29.81735,1,MAP2K_1.MTOR_1
HCC1937,MTOR_1,MAP2K_1,1,1,0.670147992,0.8633901,54.39656299,1,0.4771105,49.25814393,12.43447,1,MAP2K_1.MTOR_1
MDA-MB-231,MTOR_1,MAP2K_1,1,1,0.171688787,1.6716684,34.21774958,0.642710463,0.5193572,0,15.67301,1,MAP2K_1.MTOR_1
647-V,PIK3C,MTOR_1,3,1,1.134503527,2.1103553,51.6106394,0.368597941,3.5097813,47.36161243,29.48449,1,MTOR_1.PIK3C
BFTC-905,PIK3C,MTOR_1,3,3,1.800835253,0.8091431,0,0.302417803,1.8171524,26.20686273,38.76654,1,MTOR_1.PIK3C
HCC1569,PIK3C,MTOR_1,3,1,3,0.3762702,25.79165806,1,0.5101516,30.72923888,-20.06144,1,MTOR_1.PIK3C
HT-1197,PIK3C,MTOR_1,3,3,0.930851308,2.8469994,57.35614713,0.481140203,1.5211141,44.76984407,19.55982,1,MTOR_1.PIK3C
MDA-MB-157,PIK3C,MTOR_1,3,1,3,0.589812,22.5844764,0.29854038,0.8080923,7.82114419,52.14253,1,MTOR_1.PIK3C
MDA-MB-361,PARP1,HDAC_4,1,1,0.190327396,10,93.28631186,0.330308156,10,35.5989928,-3.133127,1,HDAC_4.PARP1
T47D,PARP1,HSP90,1,1,0.17261968,0.9141705,83.64315244,0.054372603,3.084417,25.02222944,11.09019,1,HSP90.PARP1
HCC1143,PIK3C,PARP1,1,3,0.222628784,1.5694615,51.33507696,0.938671111,10,77.79979831,11.57123,1,PARP1.PIK3C
HCC1187,PIK3C,PARP1,1,3,0.206059494,2.3621392,29.48102247,3,0.7810005,17.10342026,12.05382,1,PARP1.PIK3C
HCC1937,PIK3C,PARP1,1,3,0.459212937,0.9895939,50.60120261,3,0.832937,52.19853714,12.50627,1,PARP1.PIK3C
MDA-MB-231,PIK3C,PARP1,1,3,0.226044589,2.1343573,73.62346078,0.993476874,1.9697209,74.82750876,21.37534,1,PARP1.PIK3C
M14,PIK3C,PARP1,1,3,0.339109153,10,65.19926718,1.323312592,0.9703824,8.43994689,48.7638,1,PARP1.PIK3C
HCC1143,PIK3CB_PIK3CD,PARP1,1,3,0.438741561,0.6119014,34.50968226,3,0.4863784,32.3315416,12.08273,1,PARP1.PIK3CB_PIK3CD
MDA-MB-436,PIK3CB_PIK3CD,PARP1,1,3,0.161895906,0.6638845,54.97924527,0.038556354,0.4612555,11.66005615,12.30992,1,PARP1.PIK3CB_PIK3CD
M14,PIK3CB_PIK3CD,PARP1,1,3,0.47418027,1.2556698,6.80731231,1.174821634,0.6194038,0,27.2539,1,PARP1.PIK3CB_PIK3CD
NCI-H2291,PIK3C,ADAM17,3,10,0.54553165,1.5957054,46.54289787,10,10,85.20001401,15.60257,1,ADAM17.PIK3C
NCI-H3122,PIK3C,ADAM17,1,10,0.823188491,0.6475482,0,3.136907293,0.4275007,34.3095346,-35.79632,1,ADAM17.PIK3C
NCI-H522,PIK3C,ADAM17,3,10,2.936227553,0.4925634,0,10,0.3880009,33.363397,30.65238,1,ADAM17.PIK3C
EVSA-T,PIK3C,AKT_1,3,3,0.707871069,2.8316385,12.20568505,0.406176579,1.5969258,16.98325741,31.17723,1,AKT_1.PIK3C
HCC1419,PIK3C,AKT_1,3,3,0.429024238,1.0287799,13.87841669,0.13305282,0.8472827,29.24266318,35.4976,1,AKT_1.PIK3C
MDA-MB-361,PIK3C,AKT_1,3,3,0.433313481,0.8388381,0,0.103769166,0.8266812,21.26827273,51.40359,1,AKT_1.PIK3C
NCI-H2085,PIK3C,ALK,3,3,0.31103762,1.6201899,21.29369084,1.212108543,1.8300911,0,16.28676,1,ALK.PIK3C
NCI-H2291,PIK3C,ALK,3,3,0.628111312,1.2045041,40.48882714,1.445532235,0.6896811,0,30.77809,1,ALK.PIK3C
NCI-H838,PIK3C,ALK,3,3,0.892636752,0.8771739,0,0.872013506,1.5105159,0,18.27339,1,ALK.PIK3C
HT-1197,PIK3C,HSP90,3,3,3,0.5943189,4.39125907,0.092117,2.4812943,24.88076184,-15.82362,1,HSP90.PIK3C
TCCSUP,PIK3C,HSP90,1,0.3,0.297333663,3.5316582,55.49527021,0.114326743,4.7072534,16.82264688,-3.471697,1,HSP90.PIK3C
J82,PIK3C,IAP,3,3,1.167672215,0.9020971,13.92632682,0.001556208,0.4130288,24.26549041,31.15116,1,IAP.PIK3C
CAL-148,PIK3C,MAP2K_1,1,1,0.30471376,10,45.99957389,1.00E-04,0.1,81.88533421,7.398071,1,MAP2K_1.PIK3C
HCC1428,PIK3C,MAP2K_1,1,1,0.290240811,10,87.79983994,1,0,100,-7.307067,1,MAP2K_1.PIK3C
HCC1806,PIK3C,MAP2K_1,1,1,0.29182152,2.9235418,15.56200075,0.238927673,1.2073694,10.59138188,48.79275,1,MAP2K_1.PIK3C
M14,PIK3C,MAP2K_1,1,1,0.297794917,10,48.49961348,0.162232202,3.0278099,25.72671467,22.25276,1,MAP2K_1.PIK3C
CAL-51,PIK3C,MTOR_1,1,1,0.731832758,0.9967959,0,0.231069573,0.8460121,0,10.6624,1,MTOR_1.PIK3C
UM-UC-3,PIM1,PIK3C,3,3,2.562723036,2.1877387,92.82513436,1.368979778,2.2479644,37.91735286,7.664477,1,PIK3C.PIM1
HT-1376,TNFSF10,PIK3C,0.03,3,1,0,100,0.603696726,1.5279014,45.75385321,-19.15302,1,PIK3C.TNFSF10
SW780,TNFSF10,PIK3C,0.03,3,0.004706335,3.1916708,0.27527852,3,10,91.60087376,-0.8083333,1,PIK3C.TNFSF10
NCI-H1793,PIK3CA_3,CSNK2A1_2,3,0.1,1.309653078,4.1082051,71.79358618,0.012040858,2.2076483,8.59694322,73.74989,1,CSNK2A1_2.PIK3CA_3
NCI-H2291,PIK3CA_3,CSNK2A1_2,3,0.01,0.415484837,2.1694529,79.84636745,0.001865372,1.7612366,14.67127842,5.780475,1,CSNK2A1_2.PIK3CA_3
NCI-H23,PIK3CA_3,CSNK2A1_2,3,0.1,3,0.3483629,10.1214624,0.005988634,1.2491345,6.91443448,25.20792,1,CSNK2A1_2.PIK3CA_3
NCI-H522,PIK3CA_3,CSNK2A1_2,3,0.03,3,0.6945361,36.51622513,0.003861363,2.555601,4.25126895,3.854132,1,CSNK2A1_2.PIK3CA_3
CAMA-1,PIK3CA_4,MTOR_1,1,1,1,10,87.20006368,0.348273739,1.7101563,13.64855651,-13.79611,1,MTOR_1.PIK3CA_4
HCC1395,PIK3CA_4,MTOR_1,1,1,1,0.2298199,85.94489474,0.207259671,1.1422897,34.78121161,8.880819,1,MTOR_1.PIK3CA_4
HCC1428,PIK3CA_4,MTOR_1,1,1,1,0,100,0.256840882,2.6880749,59.57083697,12.03653,1,MTOR_1.PIK3CA_4
HCC70,PIK3CA_4,MTOR_1,1,1,1,0,100,0.340469918,10,64.09922663,-31.67846,1,MTOR_1.PIK3CA_4
CAMA-1,PIK3CA_4,PIK3C_2,1,1,1,0.4571875,84.25876627,0.999878415,9.9999998,22.04739275,-14.27473,1,PIK3C_2.PIK3CA_4
HCC1395,PIK3CA_4,PIK3C_2,1,1,0.999132963,10,75.30714596,0.938976201,1.5753861,0,-0.5240151,1,PIK3C_2.PIK3CA_4
HCC70,PIK3CA_4,PIK3C_2,1,1,1,0,100,1,0,100,-30.86577,1,PIK3C_2.PIK3CA_4
MDA-MB-453,PIK3CA_4,PIK3C_2,1,1,0.165314472,1.0350254,0,0.359187991,1.9841012,0,-1.126951,1,PIK3C_2.PIK3CA_4
NCI-H1299,PIK3CB,ALK_2,3,3,3,10,66.80006775,2.762249301,1.7376209,0,73.89278,1,ALK_2.PIK3CB
NCI-H2085,PIK3CB,ALK_2,0.03,3,0.006099041,1.4868835,52.93460617,2.734917861,1.1343261,0,73.81511,1,ALK_2.PIK3CB
NCI-H358,PIK3CB,ALK_2,3,3,3,0.4790995,64.76792312,0.169846293,10,92.0958911,-12.38532,1,ALK_2.PIK3CB
SW900,PIK3CB,ALK_2,3,3,3,0.5429131,26.99161588,1.591356871,0.5968774,0,50.262,1,ALK_2.PIK3CB
Calu-3,Topotecan,PIK3CB,0.1,3,0.1,0.3150089,22.42976803,3.00E-04,0.1,79.11847721,-2.777467,1,PIK3CB.Topotecan
NCI-H1563,Topotecan,PIK3CB,0.1,3,0.022807443,1.1285668,0,0.02422703,4.3260909,52.37385352,-10.46777,1,PIK3CB.Topotecan
NCI-H23,Topotecan,PIK3CB,0.1,3,0.005425791,0.7184187,62.11324385,0.723316076,0.7765152,54.40302208,-1.396695,1,PIK3CB.Topotecan
NCI-H520,Topotecan,PIK3CB,0.03,3,0.023953514,0.8072579,0,1.099496313,0.4332766,0,10.65701,1,PIK3CB.Topotecan
HT-1376,PIK3CB_PIK3CD,EG5,3,0.1,0.048914777,0.7293828,18.60009099,0.00171396,5.4903917,29.06486806,33.1994,1,EG5.PIK3CB_PIK3CD
T-24,PIK3CB_PIK3CD,EG5,3,3,1,0,100,3.00E-04,1.0259024,0.79147461,1.93794,1,EG5.PIK3CB_PIK3CD
J82,PIK3CB_PIK3CD,PARP1,3,3,2.158028825,0.5225036,0,3,0.5988558,49.75631957,9.786006,1,PARP1.PIK3CB_PIK3CD
SW780,PIK3CB_PIK3CD,PARP1,3,3,1,0,100,1,0,100,-42.21036,1,PARP1.PIK3CB_PIK3CD
BT-20,PIM1,BCL2_BCL2L1,1,1,1,0.4106004,62.0725523,1,0.9805972,66.94120915,21.39337,1,BCL2_BCL2L1.PIM1
CAL-51,PIM1,BCL2_BCL2L1,1,1,1,1.165853,80.28393579,0.220973263,10,90.58925047,14.90566,1,BCL2_BCL2L1.PIM1
HCC1937,PIM1,BCL2_BCL2L1,1,1,1,10,89.00009214,0.338583977,10,77.79955368,46.25026,1,BCL2_BCL2L1.PIM1
HT-1197,PIM1,BCL2_BCL2L1,3,3,3.00E-04,0.1,73.9941462,0.165538718,10,92.23748933,41.15449,1,BCL2_BCL2L1.PIM1
MDA-MB-157,PIM1,BCL2_BCL2L1,1,1,1,0,100,1,10,84.2002741,-0.6100437,1,BCL2_BCL2L1.PIM1
MDA-MB-453,PIM1,BCL2_BCL2L1,1,1,1,0,100,1,0,100,34.49105,1,BCL2_BCL2L1.PIM1
CAL-51,PIM1,MAP2K_1,1,1,0.013794217,1.0991175,78.0687276,1.00E-04,0.1,90.7246696,-26.97922,1,MAP2K_1.PIM1
HCC1187,PIM1,MAP2K_1,1,1,0.153958,1.4859865,66.04461839,0.025960497,1.030173,47.62228664,75.42909,1,MAP2K_1.PIM1
HCC1395,PIM1,MAP2K_1,1,1,0.357659653,10,93.19976528,0.339275118,2.0197509,84.34628875,22.59671,1,MAP2K_1.PIM1
Hs-578-T,PIM1,MAP2K_1,1,1,1.00E-04,0.1,86.65769564,1,0.7843512,52.2143776,15.62016,1,MAP2K_1.PIM1
HCC1187,PIM1,PIK3C,1,1,0.073120073,1.4001816,76.07859468,0.235214503,2.2922157,29.71475348,54.75265,1,PIK3C.PIM1
HCC1395,PIM1,PIK3C,1,1,0.02025947,0.6607624,83.62640675,0.91397299,0.9039545,0,15.46244,1,PIK3C.PIM1
HCC38,PIM1,PIK3C,1,1,1,0.2080744,81.73085574,0.286042563,10,79.89985597,-19.02656,1,PIK3C.PIM1
MDA-MB-157,PIM1,PIK3C,1,1,0.007065175,0.3115999,86.75520532,1,0.3873855,32.11091821,42.23205,1,PIK3C.PIM1
A549,TOP2_2,PIM1,1,3,0.315338063,10,25.89927021,1,0,100,68.29516,1,PIM1.TOP2_2
Calu-3,TOP2_2,PIM1,0.1,3,0.1,1.0216933,11.91813613,2.999999949,0.1215838,86.57401084,29.9138,1,PIM1.TOP2_2
Calu-6,TOP2_2,PIM1,3,3,0.735675189,1.502463,17.49117162,1,0,100,47.29654,1,PIM1.TOP2_2
CAL-51,PIP5K1,AKT,1,1,0.111197081,2.5045004,88.197993,0.489385823,1.5136471,39.40687339,5.149844,1,AKT.PIP5K1
HCC1143,PIP5K1,AKT,1,1,1,2.6117507,84.02055527,0.433009704,1.9642634,66.01237042,-13.43685,1,AKT.PIP5K1
HCC1187,PIP5K1,AKT,1,1,1,0,100,0.322112882,10,66.59958896,-22.8494,1,AKT.PIP5K1
MDA-MB-436,PIP5K1,AKT,1,1,1,10,94.20008514,0.299489335,2.5950608,73.60009077,-4.615945,1,AKT.PIP5K1
MDA-MB-157,PIP5K1,MAP2K_1,1,1,1,0,100,0.102680802,0.8706464,56.49592002,-7.861925,1,MAP2K_1.PIP5K1
MDA-MB-468,PIP5K1,MAP2K_1,1,1,1,0,100,0.311797114,10,91.59991919,-12.37771,1,MAP2K_1.PIP5K1
MFM-223,PIP5K1,MAP2K_1,1,1,0.159551864,10,74.06940968,1,0,100,-41.00462,1,MAP2K_1.PIP5K1
CAL-120,PIP5K1,PIK3C,1,1,1,10,78.00002123,0.5487669,0.8364029,61.4979605,-21.33009,1,PIK3C.PIP5K1
CAL-148,PIP5K1,PIK3C,1,1,1,0,100,0.985523857,0.9880339,0,-22.17661,1,PIK3C.PIP5K1
MDA-MB-436,PIP5K1,PIK3C,1,1,1,0,100,0.240874937,2.2195488,51.56463225,-10.67725,1,PIK3C.PIP5K1
CAL-120,PIP5K1,PIK3CB_PIK3CD,1,1,1,10,80.20014203,0.204527426,0.6512792,40.42353206,-19.12837,1,PIK3CB_PIK3CD.PIP5K1
MDA-MB-231,PIP5K1,PIK3CB_PIK3CD,1,1,0.268546015,1.3804332,92.97810375,1,1.0755704,51.10922691,-9.269504,1,PIK3CB_PIK3CD.PIP5K1
M14,PIP5K1,PIK3CB_PIK3CD,1,1,0.30000264,10,81.19980948,0.360483576,1.3064388,19.75293565,6.324536,1,PIK3CB_PIK3CD.PIP5K1
CAL-120,SLC16A4,BCL2_BCL2L1,1,1,1,0,100,0.156254895,1.9334866,42.41106032,24.89924,1,BCL2_BCL2L1.SLC16A4
HCC1187,SLC16A4,BCL2_BCL2L1,1,1,1,0,100,1,0,100,11.05045,1,BCL2_BCL2L1.SLC16A4
MDA-MB-436,SLC16A4,BCL2_BCL2L1,1,1,1,0,100,0.32652941,10,85.99979217,9.491573,1,BCL2_BCL2L1.SLC16A4
MDA-MB-453,SLC16A4,BCL2_BCL2L1,1,1,1,0,100,0.311357511,10,70.59973146,2.552621,1,BCL2_BCL2L1.SLC16A4
CAL-120,SLC16A4,FGFR,1,1,1,0,100,0.292304375,10,85.29985624,20.57518,1,FGFR.SLC16A4
HCC1806,SLC16A4,FGFR,1,1,1,0,100,1,0,100,-12.78009,1,FGFR.SLC16A4
MFM-223,SLC16A4,FGFR,1,1,1,10,93.60014615,0.196886508,0.6301321,8.84847782,13.39452,1,FGFR.SLC16A4
M14,SLC16A4,FGFR,1,1,0.128473284,5.9739151,90.86853304,1,0,100,-45.88617,1,FGFR.SLC16A4
HCC1187,SLC16A4,MAP2K_1,1,1,1,0,100,0.144550662,3.7274875,49.16375343,18.44811,1,MAP2K_1.SLC16A4
HCC70,SLC16A4,MAP2K_1,1,1,1,0,100,0.298500968,10,88.09970866,14.06457,1,MAP2K_1.SLC16A4
MDA-MB-468,SLC16A4,MAP2K_1,1,1,1,0,100,1,0,100,-1.868038,1,MAP2K_1.SLC16A4
MFM-223,SLC16A4,MAP2K_1,1,1,1,0,100,1,0,100,-16.60417,1,MAP2K_1.SLC16A4
BT-20,SLC16A4,MTOR_1,1,1,1,1.6589776,82.33459808,0.461937151,1.422863,11.09522808,11.58494,1,MTOR_1.SLC16A4
MDA-MB-231,SLC16A4,MTOR_1,1,1,0.207078065,1.8156487,44.47194176,0.453911807,0.9116846,10.89132679,1.994979,1,MTOR_1.SLC16A4
MDA-MB-468,SLC16A4,MTOR_1,1,1,1,0.4738863,74.09032711,1,0.401148,58.95482039,4.790165,1,MTOR_1.SLC16A4
