"CELL_LINE","COMPOUND_A","COMPOUND_B","MAX_CONC_A","MAX_CONC_B","IC50_A","H_A","Einf_A","IC50_B","H_B","Einf_B","SYNERGY_SCORE","QA","COMBINATION_ID"
"NCI-H1437","ALK_2","MAP2K_1",3,3,0.187181512,0.431604,11.26604135,0.346559556,0.7031765,0,104.9981,1,"ALK_2.MAP2K_1"
"NCI-H1703","ALK_2","MAP2K_1",3,3,0.058040552,0.5662183,60.94053395,0.629400826,1.2344539,0,-6.748968,1,"ALK_2.MAP2K_1"
"NCI-H1793","ALK_2","MAP2K_1",3,3,0.050941729,0.7394712,29.12581705,0.676201903,0.7771805,0,1.866503,1,"ALK_2.MAP2K_1"
"NCI-H1975","ALK_2","MAP2K_1",3,3,1.209666688,1.6812623,42.87715954,0.457694656,1.1397367,0,23.39064,1,"ALK_2.MAP2K_1"
"NCI-H2085","ALK_2","MAP2K_1",3,3,0.099432808,0.5437541,18.51635245,0.807684768,1.1675996,0,22.23652,1,"ALK_2.MAP2K_1"
"NCI-H2170","ALK_2","MAP2K_1",3,3,0.353916139,1.5719032,13.77597891,0.2485409,1.5792317,0,-115.7459,1,"ALK_2.MAP2K_1"
"NCI-H2228","ALK_2","MAP2K_1",3,3,0.102090856,0.5372054,37.76887422,0.007989779,0.386391,0,25.05789,1,"ALK_2.MAP2K_1"
"NCI-H226","ALK_2","MAP2K_1",3,3,1.219464699,0.4550545,0,0.835421256,1.0445357,0,50.19321,1,"ALK_2.MAP2K_1"
"NCI-H2291","ALK_2","MAP2K_1",3,3,0.611943152,0.5105607,0,1.507655968,0.8572718,0,49.07158,1,"ALK_2.MAP2K_1"
"NCI-H23","ALK_2","MAP2K_1",3,3,0.531414217,0.6235191,12.82981504,0.293313231,0.6224106,0,62.24447,1,"ALK_2.MAP2K_1"
"NCI-H3122","ALK_2","MAP2K_1",3,3,1.704852992,0.5250576,0,0.031282514,4.8905579,0,36.53686,1,"ALK_2.MAP2K_1"
"NCI-H358","ALK_2","MAP2K_1",3,3,0.445432584,1.8341052,58.33847859,1.293329385,2.3191919,0,86.07883,1,"ALK_2.MAP2K_1"
"NCI-H520","ALK_2","MAP2K_1",3,3,1,0,100,1.087537663,10,53.59817785,-22.70661,1,"ALK_2.MAP2K_1"
"NCI-H522","ALK_2","MAP2K_1",3,3,0.389852395,3.1622131,87.70327044,1.987935576,2.2608385,0,15.16685,1,"ALK_2.MAP2K_1"
"NCI-H838","ALK_2","MAP2K_1",3,3,3,0.2399703,18.42594105,0.460038468,0.8562392,0,26.45406,1,"ALK_2.MAP2K_1"
"SW900","ALK_2","MAP2K_1",3,3,0.094137863,0.5381315,29.86569455,1.529577475,0.6719495,0,47.78204,1,"ALK_2.MAP2K_1"
"BT-474","BCL2_3","MAP2K_1",1,1,0.071110694,0.6991142,69.19012797,0.200577017,3.7805886,6.96441454,2.12314,1,"BCL2_3.MAP2K_1"
"CAMA-1","BCL2_3","MAP2K_1",1,1,1e-04,0.1,79.80198352,0.126689742,5.6725046,14.3736456,31.84282,1,"BCL2_3.MAP2K_1"
"HCC1419","BCL2_3","MAP2K_1",1,1,0.276977514,10,76.79987143,0.128030818,3.8022891,8.38900416,-3.50667,1,"BCL2_3.MAP2K_1"
"HCC1500","BCL2_3","MAP2K_1",1,1,1,0.5378458,46.41148797,0.219106598,3.8264819,0,16.74135,1,"BCL2_3.MAP2K_1"
"MCF7","BCL2_3","MAP2K_1",1,1,0.15014422,1.6303122,79.61042954,0.094648364,2.9529881,2.64707998,10.14778,1,"BCL2_3.MAP2K_1"
"MDA-MB-175-VII","BCL2_3","MAP2K_1",1,1,1,10,87.0000448,0.29390196,10,11.0991666,10.62654,1,"BCL2_3.MAP2K_1"
"MDA-MB-361","BCL2_3","MAP2K_1",1,1,0.189788639,10,91.76162866,0.297920272,10,7.9994057,-15.24107,1,"BCL2_3.MAP2K_1"
"T47D","BCL2_3","MAP2K_1",1,1,1,0,100,0.369236043,10,25.49648531,-6.55898,1,"BCL2_3.MAP2K_1"
"UACC-812","BCL2_3","MAP2K_1",1,1,1,1.8178456,53.83214333,0.116853502,10,0,-12.42894,1,"BCL2_3.MAP2K_1"
"BT-474","ESR1_1","MAP2K_1",1,1,1,0.6791457,62.08919734,0.007392485,2.0508818,69.50706488,35.69185,1,"ESR1_1.MAP2K_1"
"CAMA-1","ESR1_1","MAP2K_1",1,1,0.128377483,10,70.94757844,0.019297143,2.6507594,72.44396078,100.4789,1,"ESR1_1.MAP2K_1"
"HCC1419","ESR1_1","MAP2K_1",1,1,0.297970227,10,70.59957388,1,0,100,27.09161,1,"ESR1_1.MAP2K_1"
"HCC1500","ESR1_1","MAP2K_1",1,1,0.166888111,2.2900896,77.43616892,0.006636637,10,6.47499552,5.087309,1,"ESR1_1.MAP2K_1"
"MCF7","ESR1_1","MAP2K_1",1,1,0.097055273,1.1887995,83.92237813,1e-04,0.1,8.34894314,63.43055,1,"ESR1_1.MAP2K_1"
"MDA-MB-361","ESR1_1","MAP2K_1",1,1,1,0.43315,69.83279925,1,0.261588,43.33496991,40.65547,1,"ESR1_1.MAP2K_1"
"T47D","ESR1_1","MAP2K_1",1,1,0.008436112,0.7693354,84.42315022,1e-04,0.1,38.42495929,13.30189,1,"ESR1_1.MAP2K_1"
"UACC-812","ESR1_1","MAP2K_1",1,1,1,2.47873,37.86624789,1,0,100,7.355941,1,"ESR1_1.MAP2K_1"
"647-V","HDAC_4","MAP2K_1",1,3,0.314628553,10,78.59979333,1.051442781,10,30.79806381,21.35141,1,"HDAC_4.MAP2K_1"
"BFTC-905","HDAC_4","MAP2K_1",3,3,1.800589609,1.2261261,0,0.466471086,1.1846614,8.40743779,47.11374,1,"HDAC_4.MAP2K_1"
"BT-474","HDAC_4","MAP2K_1",1,1,0.084215002,1.2318599,83.69869197,1,0,100,-32.16428,1,"HDAC_4.MAP2K_1"
"CAMA-1","HDAC_4","MAP2K_1",1,1,0.082247045,1.3409038,75.73952401,1,10,12.20019104,13.27115,1,"HDAC_4.MAP2K_1"
"HCC1419","HDAC_4","MAP2K_1",1,1,1,0.445253,16.51166365,1,0.1910778,75.04903284,-11.08078,1,"HDAC_4.MAP2K_1"
"HCC1500","HDAC_4","MAP2K_1",1,1,0.40882959,1.4184257,73.76293597,1,10,23.80011821,17.30769,1,"HDAC_4.MAP2K_1"
"HT-1197","HDAC_4","MAP2K_1",1,3,1,0.4725186,55.17283523,1.20698926,0.8854783,0,23.35662,1,"HDAC_4.MAP2K_1"
"HT-1376","HDAC_4","MAP2K_1",3,3,3,1.1496528,22.88478386,0.986557776,10,27.49886866,17.68367,1,"HDAC_4.MAP2K_1"
"J82","HDAC_4","MAP2K_1",3,3,0.191615469,0.3755211,59.0828457,1.326101163,2.1806686,17.85071787,-1.760711,1,"HDAC_4.MAP2K_1"
"MCF7","HDAC_4","MAP2K_1",1,1,0.270159605,10,89.59977195,0.360158948,10,53.79830144,32.96191,1,"HDAC_4.MAP2K_1"
"MDA-MB-175-VII","HDAC_4","MAP2K_1",1,1,1,10,84.80034455,0.323537352,10,51.19936194,7.343995,1,"HDAC_4.MAP2K_1"
"MDA-MB-361","HDAC_4","MAP2K_1",1,1,1,0.4378198,78.16286888,0.363207249,2.9175263,26.66896103,16.34115,1,"HDAC_4.MAP2K_1"
"SW780","HDAC_4","MAP2K_1",3,3,1.144588976,10,58.69729746,1.577680158,0.6609127,0.0961227,-10.23969,1,"HDAC_4.MAP2K_1"
"T-24","HDAC_4","MAP2K_1",3,3,0.276069195,1.1523488,24.30821286,1.1791817,10,15.0925253,-7.503254,1,"HDAC_4.MAP2K_1"
"T47D","HDAC_4","MAP2K_1",1,1,0.086231916,2.2749377,85.699611,1,0,100,17.5707,1,"HDAC_4.MAP2K_1"
"TCCSUP","HDAC_4","MAP2K_1",3,3,3,0.2510038,21.36964945,0.659247742,1.1814173,0,24.35461,1,"HDAC_4.MAP2K_1"
"UACC-812","HDAC_4","MAP2K_1",1,1,0.011011368,10,89.49988878,1,1.3715707,38.19735392,-12.54154,1,"HDAC_4.MAP2K_1"
"UM-UC-3","HDAC_4","MAP2K_1",3,3,0.282391623,10,58.09987525,1.152168764,10,32.89531471,-19.35798,1,"HDAC_4.MAP2K_1"
"VM-CUB-1","HDAC_4","MAP2K_1",3,3,0.417435274,1.4524959,76.90199924,3,10,7.20023717,12.69299,1,"HDAC_4.MAP2K_1"
"C32","IGFR_2","MAP2K_1",3,10,0.115668132,0.837234,16.45808273,1.819658085,2.6836552,2.81624355,-12.1248,1,"IGFR_2.MAP2K_1"
"COLO-205","IGFR_2","MAP2K_1",1,10,0.036843728,0.7538676,0,0.498979895,1.2574215,0,12.35967,1,"IGFR_2.MAP2K_1"
"HT-29","IGFR_2","MAP2K_1",3,10,0.128126179,0.9769853,18.27031818,0.585407975,2.8584076,4.86260899,25.0408,1,"IGFR_2.MAP2K_1"
"LS-513","IGFR_2","MAP2K_1",0.3,10,0.075423036,1.0542067,19.11567662,0.453066378,2.2507356,3.8090067,10.45446,1,"IGFR_2.MAP2K_1"
"NCI-H747","IGFR_2","MAP2K_1",3,10,0.29577896,0.6549454,18.14396942,3.313538448,0.4865041,0,31.01316,1,"IGFR_2.MAP2K_1"
"RKO","IGFR_2","MAP2K_1",3,10,1.001791084,10,55.19922023,2.798673454,10,4.79937909,19.72086,1,"IGFR_2.MAP2K_1"
"SW48","IGFR_2","MAP2K_1",3,10,0.060880492,1.5055545,30.59374589,0.247647022,1.767624,2.59958133,7.145496,1,"IGFR_2.MAP2K_1"
"SW620","IGFR_2","MAP2K_1",0.3,3,0.3,0.8442319,12.41447891,1.316485322,10,18.47841697,41.89427,1,"IGFR_2.MAP2K_1"
"SW837","IGFR_2","MAP2K_1",3,10,0.447494377,0.8959814,42.89745572,2.515681217,0.9260485,0,30.06081,1,"IGFR_2.MAP2K_1"
"SW948","IGFR_2","MAP2K_1",3,10,0.09314331,0.8425071,4.78236522,0.887823868,1.2958382,39.76729459,37.33148,1,"IGFR_2.MAP2K_1"
"BT-474","MAP2K_1","MET_2",1,1,0.342820581,10,36.19856502,0.119853632,0.6932484,74.45156954,-4.09881,1,"MAP2K_1.MET_2"
"HCC1419","MAP2K_1","MET_2",1,1,1,0.4133428,39.03017448,1,0.4722839,9.54266095,2.245397,1,"MAP2K_1.MET_2"
"HCC1500","MAP2K_1","MET_2",1,1,0.110066398,4.1069317,3.40150948,0.095651752,10,93.59992851,18.84003,1,"MAP2K_1.MET_2"
"MCF7","MAP2K_1","MET_2",1,1,0.631721632,3.4623388,0,0.024114949,2.0707001,94.26730613,39.3706,1,"MAP2K_1.MET_2"
"MDA-MB-361","MAP2K_1","MET_2",1,1,0.311253484,10,26.39936785,0.139228912,0.8018202,84.31645289,6.284514,1,"MAP2K_1.MET_2"
"T47D","MAP2K_1","MET_2",1,1,0.385010736,2.7685354,59.19111668,0.034843165,1.6810504,80.19859901,27.96964,1,"MAP2K_1.MET_2"
"BT-474","MAP2K_1","MET_ALK",1,1,1,10,87.40008025,0.105302758,10,86.34983116,-6.265856,1,"MAP2K_1.MET_ALK"
"HCC1500","MAP2K_1","MET_ALK",1,1,0.590190214,2.3047912,0,0.220037173,1.8031529,83.3269812,-3.920094,1,"MAP2K_1.MET_ALK"
"MCF7","MAP2K_1","MET_ALK",1,1,0.457743651,10,23.66918601,0.353606699,2.2816559,90.82334166,10.3263,1,"MAP2K_1.MET_ALK"
"MDA-MB-361","MAP2K_1","MET_ALK",1,1,1,10,66.60001179,0.173387386,10,89.84048551,12.48534,1,"MAP2K_1.MET_ALK"
"T47D","MAP2K_1","MET_ALK",1,1,1,0.7653362,54.97107702,0.238517742,1.1837841,73.25522896,30.82583,1,"MAP2K_1.MET_ALK"
"UACC-812","MAP2K_1","MET_ALK",1,1,0.490420457,4.2516042,0,0.39388968,10,85.39868742,2.754129,1,"MAP2K_1.MET_ALK"
"C32","MAP2K_1","PIK3CB",10,3,3.009546164,10,93.6999584,0.103613017,1.1068514,21.54656951,37.48976,1,"MAP2K_1.PIK3CB"
"COLO-205","MAP2K_1","PIK3CB",10,1,3.476378232,10,72.0992735,0.066000231,2.3680233,12.69284203,7.586508,1,"MAP2K_1.PIK3CB"
"HT-29","MAP2K_1","PIK3CB",10,3,10,10,90.20019832,0.151286136,0.7753223,12.75207243,11.10722,1,"MAP2K_1.PIK3CB"
"LS-513","MAP2K_1","PIK3CB",10,0.3,10,10,79.00040711,0.100807884,1.4098062,23.63015244,1.579406,1,"MAP2K_1.PIK3CB"
"NCI-H747","MAP2K_1","PIK3CB",10,3,0.001,0.1,80.20031856,0.090233418,0.9052659,35.69476677,8.92945,1,"MAP2K_1.PIK3CB"
"RKO","MAP2K_1","PIK3CB",10,3,10,10,28.20000908,0.541221267,1.6337198,53.88536603,23.71338,1,"MAP2K_1.PIK3CB"
"SW48","MAP2K_1","PIK3CB",10,3,6.029013638,1.1942793,0,0.091457312,1.701269,29.77439407,25.93014,1,"MAP2K_1.PIK3CB"
"SW620","MAP2K_1","PIK3CB",10,0.3,0.103704801,10,88.04993625,0.3,0.5834166,12.54222588,-9.78383,1,"MAP2K_1.PIK3CB"
"SW837","MAP2K_1","PIK3CB",10,3,0.001,0.1,83.87603299,1.280711787,0.4005523,0,5.801023,1,"MAP2K_1.PIK3CB"
"SW948","MAP2K_1","PIK3CB",10,3,3.815651993,10,84.2989725,0.096652012,1.0114491,8.62905859,21.19251,1,"MAP2K_1.PIK3CB"
"BT-474","MAP2K_1","PIK3C_MTOR",1,1,0.135656447,1.4227858,0,0.092204845,1.9670455,76.2138099,23.52568,1,"MAP2K_1.PIK3C_MTOR"
"CAMA-1","MAP2K_1","PIK3C_MTOR",1,1,0.163983664,1.3634984,23.10326021,0.161109388,10,89.95413001,-4.074777,1,"MAP2K_1.PIK3C_MTOR"
"HCC1419","MAP2K_1","PIK3C_MTOR",1,1,0.145705508,2.2440713,21.18968645,0.230541885,10,82.7747154,9.770809,1,"MAP2K_1.PIK3C_MTOR"
"HCC1500","MAP2K_1","PIK3C_MTOR",1,1,0.082687611,1.7418575,1.97621679,0.324556316,10,83.69976415,18.57829,1,"MAP2K_1.PIK3C_MTOR"
"MCF7","MAP2K_1","PIK3C_MTOR",1,1,0.06589391,1.6634376,2.02662433,0.307074653,1.7267502,88.80174152,26.63,1,"MAP2K_1.PIK3C_MTOR"
"MDA-MB-175-VII","MAP2K_1","PIK3C_MTOR",1,1,0.180188682,1.5586559,3.92379691,0.28181298,10,73.59930157,-11.64242,1,"MAP2K_1.PIK3C_MTOR"
"MDA-MB-361","MAP2K_1","PIK3C_MTOR",1,1,0.129445159,1.2465049,9.26758555,0.270714751,10,87.09964234,17.23972,1,"MAP2K_1.PIK3C_MTOR"
"T47D","MAP2K_1","PIK3C_MTOR",1,1,0.02198404,1.6952132,52.12199691,0.100686725,0.5537343,68.02078073,50.2641,1,"MAP2K_1.PIK3C_MTOR"
"UACC-812","MAP2K_1","PIK3C_MTOR",1,1,0.281809158,10,18.79969009,1,0.6146142,71.20038252,37.13793,1,"MAP2K_1.PIK3C_MTOR"
"BT-474","MAP2K_1","PIK3C_MTOR_2",1,1,1,0,100,1,0.3455689,45.48732428,-8.315585,1,"MAP2K_1.PIK3C_MTOR_2"
"HCC1500","MAP2K_1","PIK3C_MTOR_2",1,1,1,0,100,1,0.5479175,57.62157599,15.96507,1,"MAP2K_1.PIK3C_MTOR_2"
"MCF7","MAP2K_1","PIK3C_MTOR_2",1,1,1,0,100,1,0.9515387,81.71952372,12.11897,1,"MAP2K_1.PIK3C_MTOR_2"
"MDA-MB-361","MAP2K_1","PIK3C_MTOR_2",1,1,1,0,100,0.10059007,10,93.19995371,-6.733023,1,"MAP2K_1.PIK3C_MTOR_2"
"UACC-812","MAP2K_1","PIK3C_MTOR_2",1,1,1,0.4750175,82.53416474,1,1.7501786,61.6425422,14.81934,1,"MAP2K_1.PIK3C_MTOR_2"
"C32","MAP2K_1","PRKDC_2",10,3,2.887317174,1.0617028,0,0.095056891,0.7783431,10.71397539,61.54,1,"MAP2K_1.PRKDC_2"
"COLO-205","MAP2K_1","PRKDC_2",10,1,0.717193806,1.9257691,0,0.052753687,1.9916048,9.76510943,20.89723,1,"MAP2K_1.PRKDC_2"
"HT-29","MAP2K_1","PRKDC_2",10,3,0.343792614,1.7993061,3.62053815,0.084718813,0.8397981,18.10072788,32.23027,1,"MAP2K_1.PRKDC_2"
"LS-513","MAP2K_1","PRKDC_2",10,0.3,0.641208485,1.8067443,1.5170269,0.083674662,1.1177975,18.60998763,14.07766,1,"MAP2K_1.PRKDC_2"
"NCI-H747","MAP2K_1","PRKDC_2",10,3,0.878380278,0.5089211,0,0.247635534,0.4718181,0,9.937112,1,"MAP2K_1.PRKDC_2"
"RKO","MAP2K_1","PRKDC_2",3,3,0.242229473,4.1352895,9.9881691,2.683614855,1.6844268,0,50.70135,1,"MAP2K_1.PRKDC_2"
"SW48","MAP2K_1","PRKDC_2",10,3,0.096267144,1.1401482,0,0.109512538,1.6749767,33.24238438,27.67168,1,"MAP2K_1.PRKDC_2"
"SW620","MAP2K_1","PRKDC_2",1,0.3,0.277333768,10,68.69978526,0.10351043,1.6470687,51.52752624,38.72374,1,"MAP2K_1.PRKDC_2"
"SW837","MAP2K_1","PRKDC_2",10,3,0.69224288,2.2028998,6.40768392,0.325551648,0.8800085,35.98662694,41.03738,1,"MAP2K_1.PRKDC_2"
"SW948","MAP2K_1","PRKDC_2",10,3,0.437540984,1.490912,0,0.064557992,1.1729773,11.98865315,35.43391,1,"MAP2K_1.PRKDC_2"
"C32","MAP2K_1","PTK2_2",10,3,0.808296535,1.9953284,87.70817467,0.151065188,0.9429633,14.92221679,19.3332,1,"MAP2K_1.PTK2_2"
"COLO-205","MAP2K_1","PTK2_2",3,1,0.01293429,0.5563859,65.15586016,0.029393061,0.711094,0,-0.6507002,1,"MAP2K_1.PTK2_2"
"HT-29","MAP2K_1","PTK2_2",10,3,10,10,3.40018221,0.189174875,0.6763858,7.44780738,16.01675,1,"MAP2K_1.PTK2_2"
"LS-513","MAP2K_1","PTK2_2",3,0.3,3,1.4574228,54.3877549,0.111317288,1.0987608,10.37700139,37.19217,1,"MAP2K_1.PTK2_2"
"NCI-H747","MAP2K_1","PTK2_2",3,3,1.558764754,1.8061254,73.00069695,0.057865655,1.0953647,45.21323378,-19.45935,1,"MAP2K_1.PTK2_2"
"SW48","MAP2K_1","PTK2_2",1,3,0.00260676,0.1,80.25580869,0.082783886,0.9485226,25.00136147,1.538195,1,"MAP2K_1.PTK2_2"
"SW620","MAP2K_1","PTK2_2",1,0.3,1e-04,0.1,91.25850038,0.0864261,3.8915985,56.76055409,-9.102815,1,"MAP2K_1.PTK2_2"
"SW837","MAP2K_1","PTK2_2",10,3,4.503713728,0.7756303,0,3,0.4709922,4.5497559,14.56664,1,"MAP2K_1.PTK2_2"
"SW948","MAP2K_1","PTK2_2",3,3,0.789788587,10,84.7945456,0.108522871,0.8392904,4.22427943,21.01528,1,"MAP2K_1.PTK2_2"
"BT-474","MAP2K_1","Proteasome",1,1,0.002162642,1.6884426,3.93470993,0.117642525,1.1863663,76.01113908,-0.6914248,1,"MAP2K_1.Proteasome"
"CAMA-1","MAP2K_1","Proteasome",1,1,0.000480038,0.818925,7.18526096,0.019071189,3.1644952,69.47773748,-0.3464269,1,"MAP2K_1.Proteasome"
"HCC1500","MAP2K_1","Proteasome",1,1,0.00013205,7.6210386,0,0.268094986,10,84.49977754,5.073172,1,"MAP2K_1.Proteasome"
"MCF7","MAP2K_1","Proteasome",1,1,0.000128105,0.5051324,1.36077866,0.055127107,1.0254877,83.3615275,0.5298164,1,"MAP2K_1.Proteasome"
"MDA-MB-175-VII","MAP2K_1","Proteasome",1,1,0.001720412,1.0593184,3.95584263,0.177889095,1.6808837,76.71009504,3.750581,1,"MAP2K_1.Proteasome"
"MDA-MB-361","MAP2K_1","Proteasome",1,1,0.003071437,0.1355152,0,1,0,100,4.813111,1,"MAP2K_1.Proteasome"
"T47D","MAP2K_1","Proteasome",1,1,0.007363975,5.0431164,16.13238911,0.045594978,1.3434894,78.37115748,0.9698999,1,"MAP2K_1.Proteasome"
"UACC-812","MAP2K_1","Proteasome",1,1,0.007755756,10,0,0.379643427,2.588389,93.62539916,2.100171,1,"MAP2K_1.Proteasome"
"BT-474","MAP2K_1","Proteasome_2",1,1,0.007883591,2.9263097,4.08924221,0.030921357,10,68.70005235,6.141916,1,"MAP2K_1.Proteasome_2"
"CAMA-1","MAP2K_1","Proteasome_2",1,1,0.002485511,1.6320859,11.96704013,0.33595633,10,75.79955317,0.4238527,1,"MAP2K_1.Proteasome_2"
"HCC1419","MAP2K_1","Proteasome_2",1,1,0.007129206,1.2304204,14.26315417,0.189278486,10,89.62655348,8.195281,1,"MAP2K_1.Proteasome_2"
"HCC1500","MAP2K_1","Proteasome_2",1,1,0.007524765,10,0,1,0.6033861,63.39925789,3.93701,1,"MAP2K_1.Proteasome_2"
"MCF7","MAP2K_1","Proteasome_2",1,1,1e-04,0.5258903,2.88218939,0.208294323,0.9109894,72.19771798,0.656989,1,"MAP2K_1.Proteasome_2"
"MDA-MB-175-VII","MAP2K_1","Proteasome_2",1,1,0.012668287,2.4930848,5.23160244,0.396877368,0.6169383,65.34148173,9.017569,1,"MAP2K_1.Proteasome_2"
"MDA-MB-361","MAP2K_1","Proteasome_2",1,1,0.008090756,0.391246,1.20219144,1,0,100,7.683218,1,"MAP2K_1.Proteasome_2"
"T47D","MAP2K_1","Proteasome_2",1,1,0.009655832,5.3119981,20.20165028,0.035569173,1.0987531,84.30077705,1.7802,1,"MAP2K_1.Proteasome_2"
"UACC-812","MAP2K_1","Proteasome_2",1,1,0.000327257,9.7986036,0,1,1.2166544,46.84973736,3.686301,1,"MAP2K_1.Proteasome_2"
"BT-474","MAP2K_1","WEE1",1,1,0.923741519,1.5621905,0,0.105993007,1.2445236,74.2843647,28.76019,1,"MAP2K_1.WEE1"
"HCC1500","MAP2K_1","WEE1",1,1,0.482657829,2.2708478,0,1,0.9103993,64.38093115,8.870426,1,"MAP2K_1.WEE1"
"MCF7","MAP2K_1","WEE1",1,1,0.202156232,4.3631721,9.71558945,0.136253435,2.4764583,93.07382582,15.84688,1,"MAP2K_1.WEE1"
"MDA-MB-361","MAP2K_1","WEE1",1,1,0.29581866,10,41.49958533,0.290708329,10,93.59977544,5.914365,1,"MAP2K_1.WEE1"
"UACC-812","MAP2K_1","WEE1",1,1,0.673323183,2.4354086,0,1,1.3620579,55.62553574,32.59765,1,"MAP2K_1.WEE1"
"BT-474","gSEC","MAP2K_1",1,1,0.291498293,10,84.59973621,1,0,100,25.5722,1,"gSEC.MAP2K_1"
"HCC1500","gSEC","MAP2K_1",1,1,1,0.5473329,39.91278846,0.030077743,10,89.66663101,-1.444493,1,"gSEC.MAP2K_1"
"MCF7","gSEC","MAP2K_1",1,1,0.249182305,0.5300079,70.77170059,0.034589006,1.0722119,91.43636889,16.11413,1,"gSEC.MAP2K_1"
"MDA-MB-361","gSEC","MAP2K_1",1,1,1,0,100,1,0,100,-3.247456,1,"gSEC.MAP2K_1"
"T47D","gSEC","MAP2K_1",1,1,0.041584835,2.2708789,83.07968035,1,0,100,-24.96094,1,"gSEC.MAP2K_1"
"UACC-812","gSEC","MAP2K_1",1,1,1,1.7381226,45.65723184,1,0,100,-2.038749,1,"gSEC.MAP2K_1"
"BT-474","Azacytidine","MTOR_1",1,1,0.269628281,2.9367281,37.8979644,1,0,100,-23.51523,1,"Azacytidine.MTOR_1"
"CAMA-1","Azacytidine","MTOR_1",1,1,0.571997475,0.8059484,6.20877541,0.081690772,10,93.99963793,16.9654,1,"Azacytidine.MTOR_1"
"HCC1500","Azacytidine","MTOR_1",1,1,0.080582941,1.7172676,13.6866232,0.18574793,2.9349302,87.21333103,0.2043442,1,"Azacytidine.MTOR_1"
"MCF7","Azacytidine","MTOR_1",1,1,0.124403367,1.8529388,6.90474435,0.121314728,1.0463101,81.96254546,18.35797,1,"Azacytidine.MTOR_1"
"MDA-MB-361","Azacytidine","MTOR_1",1,1,0.176839738,1.8695513,42.54557932,1,0,100,7.191455,1,"Azacytidine.MTOR_1"
"UACC-812","Azacytidine","MTOR_1",1,1,0.362549056,10,44.19780651,1,10,86.00000709,-13.78014,1,"Azacytidine.MTOR_1"
"BT-474","BCL2_3","MTOR_1",1,1,0.547626778,0.9639367,0,0.253472705,10,6.59649462,-14.45134,1,"BCL2_3.MTOR_1"
"HCC1419","BCL2_3","MTOR_1",1,1,0.271059522,10,30.09942485,0.149224688,3.5761901,6.95458223,12.32968,1,"BCL2_3.MTOR_1"
"HCC1500","BCL2_3","MTOR_1",1,1,0.068148902,1.4152804,6.19760355,0.251579627,3.1361262,0,8.966526,1,"BCL2_3.MTOR_1"
"MCF7","BCL2_3","MTOR_1",1,1,0.133654331,1.5501259,5.09471715,0.122779423,3.6075052,3.10145173,17.86755,1,"BCL2_3.MTOR_1"
"MDA-MB-361","BCL2_3","MTOR_1",1,1,0.252556512,1.3223672,31.65928828,0.297049579,10,8.89936196,-4.422276,1,"BCL2_3.MTOR_1"
"T47D","BCL2_3","MTOR_1",1,1,0.009451955,0.9377071,53.96669694,0.482124842,1.7819714,0,19.30692,1,"BCL2_3.MTOR_1"
"UACC-812","BCL2_3","MTOR_1",1,1,0.372345479,10,55.49771974,0.126984758,10,0,-14.07211,1,"BCL2_3.MTOR_1"
"BT-474","BRAF_2","MTOR_1",1,1,0.475469851,0.8679589,0,1,0,100,-57.36906,1,"BRAF_2.MTOR_1"
"HCC1500","BRAF_2","MTOR_1",1,1,0.081502799,1.4873403,11.61524432,1,0,100,1.248258,1,"BRAF_2.MTOR_1"
"MDA-MB-361","BRAF_2","MTOR_1",1,1,0.222034799,1.2691108,28.03642921,1,0,100,-26.63929,1,"BRAF_2.MTOR_1"
"T47D","BRAF_2","MTOR_1",1,1,0.032286563,10,57.4331953,1,0,100,-14.60728,1,"BRAF_2.MTOR_1"
"UACC-812","BRAF_2","MTOR_1",1,1,0.378429863,10,49.59696302,1,0,100,-15.41207,1,"BRAF_2.MTOR_1"
"BT-474","Chloroquine","MTOR_1",1,1,0.235281529,3.0721935,42.11560348,0.051315073,10,92.80170372,-7.116876,1,"Chloroquine.MTOR_1"
"HCC1500","Chloroquine","MTOR_1",1,1,0.102702814,1.8066434,9.39458913,1e-04,0.1,63.89670627,-13.03143,1,"Chloroquine.MTOR_1"
"UACC-812","Chloroquine","MTOR_1",1,1,0.374464093,10,49.09723857,1,0.6131806,64.4801471,-24.60645,1,"Chloroquine.MTOR_1"
"647-V","HDAC_4","MTOR_1",1,3,0.525982141,1.5721282,23.7750251,1.091591111,2.1170664,12.83807582,-1.795432,1,"HDAC_4.MTOR_1"
"BFTC-905","HDAC_4","MTOR_1",3,3,0.287358524,1.3745924,22.47784489,0.358761342,1.5417535,14.09891273,25.94396,1,"HDAC_4.MTOR_1"
"BT-474","HDAC_4","MTOR_1",1,1,0.323555216,2.2800558,27.6825194,1,0,100,-30.79026,1,"HDAC_4.MTOR_1"
"HCC1419","HDAC_4","MTOR_1",1,1,0.241390243,10,34.39981213,1,0,100,1.262386,1,"HDAC_4.MTOR_1"
"HCC1500","HDAC_4","MTOR_1",1,1,0.081901517,1.4132183,10.33712756,1,1.0221979,43.70372951,21.00515,1,"HDAC_4.MTOR_1"
"HT-1197","HDAC_4","MTOR_1",3,3,2.402764832,0.7164528,0,0.826410326,1.1745514,5.66570536,3.620821,1,"HDAC_4.MTOR_1"
"HT-1376","HDAC_4","MTOR_1",3,3,0.5341435,0.9416114,21.20117177,1.312887146,1.0251002,1.316817,16.14513,1,"HDAC_4.MTOR_1"
